央视频道,#genre#
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF$LR•IPV4『线路13』
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$LR•IPV4『线路14』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$LR•IPV4『线路15』
TVBS新闻,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ$LR•IPV4『线路3』
TVBS新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8574/.m3u8$LR•IPV4『线路5』
J2,http://r.jdshipin.com/Nr5jq$LR•IPV4『线路1』
J2,http://r.jdshipin.com/ndGgS$LR•IPV4『线路2』
翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts$LR•IPV4『线路8』
翡翠台,http://r.jdshipin.com/qClQf$LR•IPV4『线路10』
翡翠台,http://r.jdshipin.com/qrfbg$LR•IPV4『线路11』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct406$LR•IPV4『线路12』
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720$LR•IPV4『线路13』
翡翠台,http://m.osvs.asia:8000/bysid/1$LR•IPV4『线路22』
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路29』
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8$LR•IPV4『线路32』
翡翠台,http://r.jdshipin.com/n90gt$LR•IPV4『线路37』
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720$LR•IPV4『线路2』
三立台湾,p3p://108.181.32.169:33687/64251e5e0003388bea5821c268061bfb$LR•IPV4『线路2』
三立台湾,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8521/.m3u8$LR•IPV4『线路4』
无线新闻,http://r.jdshipin.com/CkuBd$LR•IPV4『线路2』
三立新闻,p3p://108.181.32.169:33687/64251e23000bcd04ea573d7c0f0a002e$LR•IPV4『线路5』
三立新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8543/.m3u8$LR•IPV4『线路11』
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路3』
纬来体育,p3p://108.181.32.169:33687/64251ee9000a4e00ea5a428b26ea4156$LR•IPV4『线路8』
纬来体育,rtmp://f13h.mine.nu/sat/tv721$LR•IPV4『线路12』
纬来体育,rtmp://220.130.201.73/sat/tv721$LR•IPV4『线路13』
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721$LR•IPV4『线路15』
纬来育乐,rtmp://220.130.201.73/sat/tv701$LR•IPV4『线路1』
纬来育乐,rtmp://f13h.mine.nu/sat/tv701$LR•IPV4『线路2』
纬来育乐,p3p://173.208.176.178:31809/6214bdc7000061300401d77e20cc43d8$LR•IPV4『线路4』
纬来育乐,p3p://167.114.175.6:55331/6214bdc7000061300401d77e20cc43d8$LR•IPV4『线路5』
东森综合,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvzhonghe$LR•IPV4『线路3』
东森综合,p3p://108.181.32.169:33687/64253f6e0002d287ead9482831323a6d$LR•IPV4『线路4』
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路6』
东森综合,p3p://108.181.32.169:32739/64253f6e0002d287ead9482831323a6d$LR•IPV4『线路7』
东森综合,p3p://167.114.175.6:55331/5fe8c5570001412994347b4506da6ebb$LR•IPV4『线路8』
东森综合,p3p://173.208.176.178:31809/5fe8c5570001412994347b4506da6ebb$LR•IPV4『线路9』
东森综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8524/.m3u8$LR•IPV4『线路11』
东森超视,rtmp://f13h.mine.nu/sat/tv331$LR•IPV4『线路6』
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路18』
东森电影,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvmovie$LR•IPV4『线路2』
东森电影,p3p://108.181.32.169:33687/64253899000a078deabe99ff587050b0$LR•IPV4『线路3』
少儿频道,#genre#
东森幼幼,http://122.117.71.103:8515/http/61.222.53.250:8081/hls/63/805/ch09.m3u8$LR•IPV4『线路2』
东森幼幼,p3p://173.208.176.178:31809/62c9a6bb000ac34dc6a767036c5f3878$LR•IPV4『线路4』
东森幼幼,p3p://167.114.175.6:55331/62c9a6bb000ac34dc6a767036c5f3878$LR•IPV4『线路5』
卡酷少儿,http://dsk.cc/bjtv/btime.php?id=bjkk$LR•IPV4『线路7』
卡酷少儿,rtsp://115.153.254.81/PLTV/88888888/224/3221227076/108965819.smil$LR•IPV4『线路9』
卡酷少儿,rtp://239.3.1.189:8000$LR•IPV4『线路15』
卡酷少儿,http://dsk.cc/bjtv/btime.php?id=bjkk$LR•IPV4『线路21』
卡酷少儿,http://61.138.128.226:19901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路23』
卡酷少儿,http://wouu.net:9977/udp/239.93.0.208:5140$LR•IPV4『线路24』
卡酷少儿,http://qjrhc.jydjd.top:2911/udp/224.1.100.112:11111$LR•IPV4『线路27』
卡酷少儿,http://qjrhc.jydjd.top:2911/udp/224.1.100.146:11111$LR•IPV4『线路28』
卡酷少儿,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_KAKU$LR•IPV4『线路31』
动漫秀场,http://180.213.174.225:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路1』
动漫秀场,rtsp://115.153.254.81/PLTV/88888888/224/3221225613/iptv7997.smil$LR•IPV4『线路12』
动漫秀场,http://36.129.204.117:9003//hls/67/index.m3u8$LR•IPV4『线路15』
动漫秀场,http://nas.hssvm.com:8888/udp/225.1.1.134:5002$LR•IPV4『线路16』
动漫秀场,http://221.226.4.10:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路18』
动漫秀场,rtp://239.3.1.202:8001$LR•IPV4『线路19』
动漫秀场,http://120.55.49.231:3095/rtp/233.50.201.184:5140$LR•IPV4『线路36』
哈哈炫动,http://120.55.49.231:3095/rtp/233.50.201.74:5140$LR•IPV4『线路22』
哈哈炫动,http://60.12.183.46:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路24』
哈哈炫动,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_XUANDONG$LR•IPV4『线路32』
金鹰卡通,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路1』
金鹰卡通,http://113.57.20.158:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路28』
金鹰卡通,http://111.160.17.2:59901/tsfile/live/0001_33.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路33』
金鹰卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221226972/80382319.smil$LR•IPV4『线路40』
优漫卡通,http://wouu.net:9977/udp/239.93.0.251:5140$LR•IPV4『线路13』
优漫卡通,https://www.freetv.top/migu/626064703.m3u8?migutoken=deac6c5275081b54ad412a195e499b7c0cb8f04446b6c80aaa9d3eb1063d620261c68202d59aea05060007b58a62d5d208f16379d861d6f1627c10c9dd894f0bf7e3ca97b04696255e193e871c$LR•IPV4『线路15』
优漫卡通,https://www.freetv.top/migu/626064703.m3u8?migutoken=7f7c4b909389a0cd5172701768041a0f3887534c4534a68bf1dc85550389e9ab156655484be16e89604513fde9da2f036ebae28d31515b0be32eb12462f5de9d9cab8f00c44671241d5c6e1356$LR•IPV4『线路18』
优漫卡通,http://221.226.4.10:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路24』
优漫卡通,http://123.138.22.30:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路25』
优漫卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.119:11111$LR•IPV4『线路28』
优漫卡通,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_YOUMAN$LR•IPV4『线路29』
靖洋卡通,p3p://167.114.175.6:55331/626104fd000e0f742df488f03ab9480b$LR•IPV4『线路4』
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路1』
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv$LR•IPV4『线路3』
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路1』
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$LR•IPV4『线路6』
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路7』
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路11』
浙江少儿,https://qiniup-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路12』
浙江少儿,http://120.55.49.231:3095/rtp/233.50.201.138:5140$LR•IPV4『线路30』
影视频道,#genre#
CHC动作电影,http://180.213.174.225:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
CHC动作电影,http://qjrhc.jydjd.top:2911/udp/224.1.100.132:11111$LR•IPV4『线路6』
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路7』
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=fb9ef80443f06c3612ddd35545ec1054b5bcab3941fc46ecf84808bdd512d7b2cf16d34fdf955bff71bf01f818f6918ba2d7f536dc5451d1519d15cf8a5671bf16ea8a3bbc71db4477476e211d$LR•IPV4『线路8』
CHC动作电影,http://nas.hssvm.com:8888/udp/225.1.1.215:5002$LR•IPV4『线路26』
CHC家庭影院,http://180.213.174.225:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路1』
CHC家庭影院,http://qjrhc.jydjd.top:2911/udp/224.1.100.149:11111$LR•IPV4『线路3』
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路4』
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=893aa32f9d861d92c0661b8125e5b12471106642e4d0f341956e45e2f60dbb2179c3b5b6f05c2e8242e24d254815578255456ce991c2d337b226ce49c025efe16f2d4715157e642b7447f0bf06$LR•IPV4『线路7』
CHC家庭影院,http://nas.hssvm.com:8888/udp/225.1.1.213:5002$LR•IPV4『线路24』
纬来电影,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8$LR•IPV4『线路1』
纬来电影,p3p://173.208.176.178:31809/62c860e50008ea96c1ae9a96599c6947$LR•IPV4『线路3』
纬来电影,p3p://167.114.175.6:55331/62c860e50008ea96c1ae9a96599c6947$LR•IPV4『线路4』
靖天映画,p3p://173.208.176.178:31809/6258eae500040fd80e4f0b2311754279$LR•IPV4『线路2』
靖天映画,p3p://167.114.175.6:55331/6258eae500040fd80e4f0b2311754279$LR•IPV4『线路3』
靖天戏剧,p3p://173.208.176.178:31809/612db70e000298f98975294e4645098b$LR•IPV4『线路1』
靖天戏剧,p3p://167.114.175.6:55331/612db70e000298f98975294e4645098b$LR•IPV4『线路2』
广东频道,#genre#
广东卫视,http://111.160.17.2:59901/tsfile/live/0001_48.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路4』
广东卫视,http://116.9.204.242:9901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路5』
广东卫视,http://120.76.248.139/live/bfgd/4200000092.m3u8$LR•IPV4『线路7』
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.95:11111$LR•IPV4『线路9』
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.96:11111$LR•IPV4『线路10』
广东卫视,http://drive.mxmy.net:8888/udp/239.3.1.142:8048$LR•IPV4『线路13』
广东卫视,http://1.195.30.9:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
广东卫视,http://60.12.183.46:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路25』
广东卫视,http://wouu.net:9977/udp/239.93.0.181:5140$LR•IPV4『线路26』
广东卫视,http://113.218.229.47:8081/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路30』
广东卫视,http://182.91.124.224:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路31』
广东卫视,http://116.117.106.117:8096/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路37』
广东卫视,http://116.117.106.11:8096/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路38』
广东卫视,http://116.117.106.103:8096/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路39』
广东珠江,http://r.jdshipin.com/sE5vO$LR•IPV4『线路25』
广东珠江,p3p://173.208.176.178:31809/63fa66de000b08831b5b475e54e67ef1$LR•IPV4『线路27』
广东珠江,http://14.112.86.85:4022/udp/239.77.0.1:5146$LR•IPV4『线路34』
广东珠江,https://haoyunlai.serv00.net/Smartv-1.php?id=zhujiang$LR•IPV4『线路37』
广东珠江,http://125.89.163.44:8888/udp/239.77.0.1:5146$LR•IPV4『线路38』
广东体育,http://qjrhc.jydjd.top:2911/udp/224.1.100.33:11111$LR•IPV4『线路6』
广东体育,http://qjrhc.jydjd.top:2911/udp/224.1.100.34:11111$LR•IPV4『线路7』
广东体育,http://120.77.205.62:8087/rtp/239.77.0.112:5146$LR•IPV4『线路11』
广东体育,http://120.77.205.62:8087/rtp/239.77.0.168:5146$LR•IPV4『线路13』
广东体育,http://14.112.86.85:4022/udp/239.77.0.112:5146$LR•IPV4『线路20』
广东体育,http://14.112.86.85:4022/udp/239.77.0.168:5146$LR•IPV4『线路21』
广东体育,http://125.89.163.44:8888/udp/239.77.0.112:5146$LR•IPV4『线路22』
广东体育,http://218.15.214.115:10000/udp/239.77.0.112:5146$LR•IPV4『线路23』
广东体育,http://120.77.205.62:8087/rtp/239.77.1.97:5146$LR•IPV4『线路25』
广东体育,http://r.jdshipin.com/LiYdg$LR•IPV4『线路26』
广东民生,http://qjrhc.jydjd.top:2911/udp/224.1.100.152:11111$LR•IPV4『线路8』
广东民生,http://qjrhc.jydjd.top:2911/udp/224.1.100.4:11111$LR•IPV4『线路10』
广东民生,http://120.77.205.62:8087/rtp/239.77.0.5:5146$LR•IPV4『线路14』
广东民生,http://121.11.160.7:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
广东民生,http://120.77.205.62:8087/rtp/239.77.0.225:5146$LR•IPV4『线路28』
广东民生,http://125.89.163.44:8888/udp/239.77.0.225:5146$LR•IPV4『线路35』
广东民生,http://14.112.86.85:4022/udp/239.77.0.225:5146$LR•IPV4『线路36』
大湾区卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.7:11111$LR•IPV4『线路7』
大湾区卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.153:11111$LR•IPV4『线路8』
大湾区卫视,http://120.77.205.62:8087/rtp/239.77.0.215:5146$LR•IPV4『线路12』
大湾区卫视,http://114.105.98.95:37377/migu/608917627.m3u8?migutoken=9834d810bca2c8694ae0e82057357a221a863429f08360a858b31c312185e541b0c4e94c3f4e5c15838761b6e369b796ec139c7f8c819c0861e03d26cd07a26a6738deb1cade7ee3fa7648dd$LR•IPV4『线路13』
大湾区卫视,http://120.77.205.62:8087/rtp/239.77.1.12:5146$LR•IPV4『线路17』
大湾区卫视,http://tianhewan.top/ZIPP.php?url=http://59.32.98.255:9901/tsfile/live/1004_1.m3u8$LR•IPV4『线路21』
大湾区卫视,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=dwqws$LR•IPV4『线路36』
厦门卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226982/85722609.smil$LR•IPV4『线路10』
厦门卫视,p3p://173.208.176.178:31809/63ec4617000ea493e42b92ae132b3883$LR•IPV4『线路12』
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.35:11111$LR•IPV4『线路4』
广州综合,http://r.jdshipin.com/iR6Gq$LR•IPV4『线路9』
广州综合,http://14.112.86.85:4022/udp/239.253.43.71:5146$LR•IPV4『线路29』
广州综合,http://120.77.205.62:8087/rtp/239.253.43.66:5146$LR•IPV4『线路32』
广州综合,http://qjrhc.jydjd.top:2911/udp/224.1.100.36:11111$LR•IPV4『线路37』
广州影视,http://qjrhc.jydjd.top:2911/udp/224.1.100.87:11111$LR•IPV4『线路9』
广州影视,http://r.jdshipin.com/TcKr2$LR•IPV4『线路13』
广州影视,http://qjrhc.jydjd.top:2911/udp/224.1.100.88:11111$LR•IPV4『线路23』
广州影视,http://14.112.86.85:4022/udp/239.253.43.73:5146$LR•IPV4『线路24』
广州影视,http://120.77.205.62:8087/rtp/239.253.43.73:5146$LR•IPV4『线路32』
广州影视,http://120.77.205.62:8087/rtp/239.253.43.68:5146$LR•IPV4『线路34』
广州影视,http://r.jdshipin.com/sFw4S$LR•IPV4『线路40』
广州新闻,http://qjrhc.jydjd.top:2911/udp/224.1.100.37:11111$LR•IPV4『线路9』
广州新闻,http://14.112.86.85:4022/udp/239.253.43.72:5146$LR•IPV4『线路11』
广州新闻,http://125.89.163.44:8888/udp/239.253.43.72:5146$LR•IPV4『线路26』
广州新闻,http://qjrhc.jydjd.top:2911/udp/224.1.100.38:11111$LR•IPV4『线路29』
深圳卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.40:11111$LR•IPV4『线路1』
深圳卫视,http://drive.mxmy.net:8888/udp/239.3.1.134:8020$LR•IPV4『线路4』
深圳卫视,http://3501776.xyz:35455/itv/1000000005000265028.m3u8?cdn=ystenlive$LR•IPV4『线路10』
深圳卫视,http://wouu.net:9977/udp/239.93.0.182:5140$LR•IPV4『线路15』
深圳卫视,http://113.218.229.47:8081/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路19』
深圳卫视,http://182.91.124.224:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路20』
深圳卫视,http://116.117.106.11:8096/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路25』
深圳卫视,http://116.117.106.103:8096/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路26』
深圳卫视,http://116.117.107.20:8096/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路31』
深圳卫视,http://110.7.131.79:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路36』
深圳卫视,http://110.7.131.146:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路38』
深圳卫视,http://110.7.131.40:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路40』
浙江频道,#genre#
浙江卫视,http://111.160.17.2:59901/tsfile/live/0001_40.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路1』
浙江卫视,http://124.128.73.58:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路2』
浙江卫视,http://116.9.204.242:9901/tsfile/live/0122_2.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
浙江卫视,http://120.76.248.139/live/bfgd/4200000094.m3u8$LR•IPV4『线路5』
浙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.51:11111$LR•IPV4『线路7』
浙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.52:11111$LR•IPV4『线路8』
浙江卫视,http://drive.mxmy.net:8888/udp/239.3.1.137:8036$LR•IPV4『线路11』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$LR•IPV4『线路15』
浙江卫视,http://wouu.net:9977/udp/239.93.0.124:5140$LR•IPV4『线路24』
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路25』
浙江卫视,http://113.218.229.47:8081/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路30』
浙江卫视,http://182.91.124.224:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路31』
浙江卫视,http://116.117.106.117:8096/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路39』
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$LR•IPV4『线路1』
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8$LR•IPV4『线路2』
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$LR•IPV4『线路3』
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$LR•IPV4『线路4』
浙江国际,https://ct-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$LR•IPV4『线路6』
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/720p.m3u8$LR•IPV4『线路1』
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$LR•IPV4『线路2』
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8$LR•IPV4『线路3』
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$LR•IPV4『线路13』
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8$LR•IPV4『线路21』
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8$LR•IPV4『线路22』
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$LR•IPV4『线路1』
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$LR•IPV4『线路2』
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8$LR•IPV4『线路3』
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$LR•IPV4『线路4』
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$LR•IPV4『线路1』
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$LR•IPV4『线路2』
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$LR•IPV4『线路1』
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$LR•IPV4『线路2』
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$LR•IPV4『线路3』
上海频道,#genre#
新闻综合,https://www.freetv.top/migu/651632657.m3u8?migutoken=5ae42e8fda034ab7bf5171dafa0043e70cd12bcd716940c4572fde52ea92b0785f16f1bdbce4c83f5e075b250fe95668f19f8527dda57c27db24f95d412614d99c86a3a2d9341d88b5224b7068$LR•IPV4『线路7』
都市频道,rtmp://livein.gstv.com.cn/49048r/oj57of.flv$LR•IPV4『线路2』
纪实人文,rtsp://115.153.254.81/PLTV/88888888/224/3221225951/10000100000000060000000000905987_0.smil$LR•IPV4『线路5』
东方影视,https://www.freetv.top/migu/617290047.m3u8?migutoken=86c02ad0875d5cc49d77bcc8bdb628f2c9d508ffc323b964a03c8f92dde4afafa0345cf5a8fefbdf915c748e3d11c6c18e27ae1e21a609cec31a45e6c437db26a7a243625f9cf35c271171a22c$LR•IPV4『线路1』
第一财经,https://www.freetv.top/migu/608780988.m3u8?migutoken=94882e783c75b9369ca6a018f97fe3a3c0018f9da123958e316bb810ef22e907f0672a7d63496e5cb5041eb125b1f1ee6996ac856b0c0c9828348878b8a4101384b9a851fb1dea60a7fafeea35$LR•IPV4『线路1』
东方财经,rtsp://115.153.254.81/PLTV/88888888/224/3221225609/iptv7995.smil$LR•IPV4『线路1』
东方财经,http://qjrhc.jydjd.top:2911/udp/224.1.100.141:11111$LR•IPV4『线路3』
东方财经,http://wouu.net:9977/udp/239.93.1.165:5140$LR•IPV4『线路4』
东方财经,http://nas.hssvm.com:8888/udp/225.1.1.87:5002$LR•IPV4『线路5』
东方财经,http://139.196.151.191:2051/rtp/239.45.1.119:5140$LR•IPV4『线路9』
法治天地,rtsp://115.153.254.81/PLTV/88888888/224/3221225607/iptv7994.smil$LR•IPV4『线路3』
法治天地,rtp://239.3.1.204:8001$LR•IPV4『线路6』